0	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
1	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
2	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
3	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
4	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
5	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
6	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
7	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
8	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
9	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
10	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
11	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
12	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
13	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
14	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
15	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
16	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
17	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
18	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
19	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
20	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
21	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
22	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
23	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
24	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
25	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
26	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
27	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
28	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
29	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
30	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
31	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
32	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
33	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
34	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
35	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
36	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
37	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
38	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
39	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
40	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
41	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
42	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
43	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
44	(-0.24, 0.03, -0.37)	0	(-0.15, 0.01, -0.15)
45	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
46	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
47	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
48	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
49	(-0.24, 0.03, -0.36)	0	(-0.15, 0.01, -0.15)
50	(-0.24, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
51	(-0.24, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
52	(-0.24, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
53	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
54	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
55	(-0.23, 0.02, -0.33)	0	(-0.15, 0.01, -0.15)
56	(-0.23, 0.02, -0.32)	0	(-0.15, 0.01, -0.15)
57	(-0.23, 0.02, -0.32)	0	(-0.15, 0.01, -0.15)
58	(-0.22, 0.02, -0.31)	0	(-0.15, 0.01, -0.15)
59	(-0.22, 0.02, -0.29)	0	(-0.15, 0.01, -0.15)
60	(-0.21, 0.02, -0.28)	0	(-0.15, 0.01, -0.15)
61	(-0.21, 0.02, -0.28)	0	(-0.15, 0.01, -0.15)
62	(-0.20, 0.02, -0.26)	0	(-0.15, 0.01, -0.15)
63	(-0.20, 0.02, -0.24)	0	(-0.15, 0.01, -0.15)
64	(-0.20, 0.02, -0.24)	0	(-0.15, 0.01, -0.15)
65	(-0.19, 0.02, -0.22)	0	(-0.15, 0.01, -0.15)
66	(-0.18, 0.02, -0.20)	0	(-0.15, 0.01, -0.15)
67	(-0.18, 0.02, -0.20)	0	(-0.15, 0.01, -0.15)
68	(-0.17, 0.02, -0.18)	0	(-0.15, 0.02, -0.14)
69	(-0.17, 0.03, -0.16)	0	(-0.14, 0.01, -0.13)
70	(-0.16, 0.03, -0.14)	0	(-0.13, 0.02, -0.11)
71	(-0.16, 0.03, -0.14)	0	(-0.13, 0.02, -0.11)
72	(-0.16, 0.03, -0.13)	0	(-0.12, 0.02, -0.09)
73	(-0.15, 0.03, -0.12)	0	(-0.12, 0.01, -0.07)
74	(-0.15, 0.03, -0.12)	0	(-0.12, 0.01, -0.07)
75	(-0.15, 0.03, -0.10)	0	(-0.11, 0.02, -0.06)
76	(-0.14, 0.03, -0.09)	0	(-0.10, 0.02, -0.04)
77	(-0.14, 0.03, -0.09)	0	(-0.10, 0.02, -0.04)
78	(-0.14, 0.04, -0.09)	0	(-0.10, 0.01, -0.02)
79	(-0.14, 0.04, -0.09)	0	(-0.09, 0.01, -0.01)
80	(-0.14, 0.04, -0.08)	0	(-0.08, 0.01, 0.01)
81	(-0.14, 0.04, -0.08)	0	(-0.08, 0.01, 0.01)
82	(-0.14, 0.04, -0.08)	0	(-0.08, 0.01, 0.02)
83	(-0.14, 0.04, -0.09)	0	(-0.07, 0.01, 0.04)
84	(-0.14, 0.04, -0.09)	0	(-0.07, 0.01, 0.04)
85	(-0.14, 0.04, -0.09)	0	(-0.06, 0.01, 0.05)
86	(-0.15, 0.04, -0.10)	0	(-0.06, 0.01, 0.07)
87	(-0.15, 0.04, -0.10)	0	(-0.06, 0.01, 0.07)
88	(-0.15, 0.04, -0.10)	0	(-0.05, 0.01, 0.08)
89	(-0.15, 0.04, -0.11)	0	(-0.05, 0.01, 0.09)
90	(-0.15, 0.04, -0.11)	0	(-0.05, 0.01, 0.09)
91	(-0.16, 0.04, -0.12)	0	(-0.04, 0.01, 0.11)
92	(-0.16, 0.04, -0.12)	0	(-0.03, 0.01, 0.12)
93	(-0.16, 0.04, -0.13)	0	(-0.03, 0.01, 0.13)
94	(-0.16, 0.04, -0.13)	0	(-0.03, 0.01, 0.13)
95	(-0.16, 0.04, -0.14)	0	(-0.02, 0.01, 0.14)
96	(-0.17, 0.03, -0.14)	0	(-0.02, 0.01, 0.16)
97	(-0.17, 0.03, -0.14)	0	(-0.02, 0.01, 0.16)
98	(-0.17, 0.03, -0.15)	0	(-0.01, 0.01, 0.17)
99	(-0.17, 0.03, -0.15)	0	(-0.01, 0.01, 0.18)
100	(-0.17, 0.03, -0.15)	0	(-0.01, 0.01, 0.18)
101	(-0.17, 0.03, -0.15)	0	(0.00, 0.01, 0.19)
102	(-0.17, 0.03, -0.16)	0	(0.00, 0.01, 0.20)
103	(-0.17, 0.02, -0.16)	0	(0.01, 0.01, 0.21)
104	(-0.17, 0.02, -0.16)	0	(0.01, 0.01, 0.21)
105	(-0.17, 0.02, -0.16)	0	(0.01, 0.01, 0.22)
106	(-0.17, 0.02, -0.16)	0	(0.02, 0.01, 0.23)
107	(-0.17, 0.02, -0.16)	0	(0.02, 0.01, 0.23)
108	(-0.17, 0.02, -0.16)	0	(0.02, 0.01, 0.24)
109	(-0.17, 0.02, -0.16)	0	(0.02, 0.01, 0.25)
110	(-0.17, 0.02, -0.16)	0	(0.02, 0.01, 0.25)
111	(-0.17, 0.02, -0.16)	0	(0.03, 0.01, 0.26)
112	(-0.17, 0.02, -0.16)	0	(0.03, 0.01, 0.27)
113	(-0.17, 0.02, -0.16)	0	(0.04, 0.01, 0.28)
114	(-0.17, 0.02, -0.16)	0	(0.04, 0.01, 0.28)
115	(-0.17, 0.02, -0.16)	0	(0.04, 0.01, 0.29)
116	(-0.17, 0.02, -0.16)	0	(0.04, 0.01, 0.30)
117	(-0.17, 0.02, -0.16)	0	(0.04, 0.01, 0.30)
118	(-0.17, 0.02, -0.17)	0	(0.05, 0.01, 0.31)
119	(-0.17, 0.02, -0.17)	0	(0.05, 0.01, 0.31)
120	(-0.17, 0.02, -0.17)	0	(0.05, 0.01, 0.31)
121	(-0.17, 0.02, -0.17)	0	(0.05, 0.01, 0.32)
122	(-0.17, 0.02, -0.17)	0	(0.06, 0.01, 0.33)
123	(-0.17, 0.02, -0.17)	0	(0.06, 0.01, 0.33)
