0	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
1	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
2	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
3	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
4	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
5	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
6	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
7	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
8	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
9	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
10	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
11	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
12	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
13	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
14	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
15	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
16	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
17	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
18	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
19	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
20	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
21	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
22	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
23	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
24	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
25	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
26	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
27	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
28	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
29	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
30	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
31	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
32	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
33	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
34	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
35	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
36	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
37	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
38	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
39	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
40	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
41	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
42	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
43	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
44	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
45	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
46	(-0.24, 0.05, -0.35)	0	(-0.15, 0.01, -0.15)
47	(-0.24, 0.05, -0.34)	0	(-0.15, 0.01, -0.15)
