0	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
1	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
2	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
3	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
4	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
5	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
6	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
7	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
8	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
9	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
10	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
11	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
12	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
13	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
14	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
15	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
16	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
17	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
18	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
19	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
20	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
21	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
22	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
23	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
24	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
25	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
26	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
27	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
28	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
29	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
30	(-0.23, 0.02, -0.35)	0	(-0.15, 0.01, -0.15)
31	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
32	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
33	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
34	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
35	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
36	(-0.23, 0.02, -0.34)	0	(-0.15, 0.01, -0.15)
37	(-0.23, 0.02, -0.33)	0	(-0.15, 0.01, -0.15)
38	(-0.23, 0.02, -0.33)	0	(-0.15, 0.01, -0.15)
39	(-0.23, 0.02, -0.33)	0	(-0.15, 0.01, -0.15)
40	(-0.23, 0.02, -0.33)	0	(-0.15, 0.01, -0.15)
41	(-0.23, 0.02, -0.32)	0	(-0.15, 0.01, -0.15)
42	(-0.23, 0.02, -0.32)	0	(-0.15, 0.01, -0.15)
43	(-0.22, 0.02, -0.32)	0	(-0.15, 0.01, -0.15)
44	(-0.22, 0.02, -0.31)	0	(-0.15, 0.01, -0.15)
45	(-0.22, 0.02, -0.31)	0	(-0.15, 0.01, -0.15)
46	(-0.22, 0.02, -0.31)	0	(-0.15, 0.01, -0.15)
47	(-0.22, 0.02, -0.30)	0	(-0.15, 0.01, -0.15)
48	(-0.22, 0.02, -0.30)	0	(-0.15, 0.01, -0.15)
49	(-0.22, 0.02, -0.30)	0	(-0.15, 0.01, -0.15)
50	(-0.21, 0.01, -0.29)	0	(-0.15, 0.01, -0.15)
51	(-0.21, 0.01, -0.28)	0	(-0.15, 0.01, -0.15)
52	(-0.21, 0.01, -0.28)	0	(-0.15, 0.01, -0.15)
53	(-0.21, 0.01, -0.28)	0	(-0.15, 0.01, -0.15)
54	(-0.20, 0.01, -0.27)	0	(-0.15, 0.01, -0.15)
55	(-0.20, 0.01, -0.27)	0	(-0.15, 0.01, -0.15)
56	(-0.20, 0.01, -0.26)	0	(-0.15, 0.01, -0.15)
57	(-0.20, 0.01, -0.25)	0	(-0.15, 0.01, -0.15)
58	(-0.20, 0.01, -0.25)	0	(-0.15, 0.01, -0.15)
59	(-0.19, 0.01, -0.24)	0	(-0.15, 0.01, -0.15)
60	(-0.19, 0.01, -0.23)	0	(-0.15, 0.01, -0.15)
61	(-0.19, 0.01, -0.23)	0	(-0.15, 0.01, -0.15)
62	(-0.19, 0.01, -0.22)	0	(-0.15, 0.01, -0.15)
63	(-0.18, 0.01, -0.20)	0	(-0.15, 0.01, -0.15)
64	(-0.18, 0.01, -0.19)	0	(-0.15, 0.01, -0.15)
65	(-0.18, 0.01, -0.19)	0	(-0.15, 0.01, -0.15)
66	(-0.17, 0.01, -0.18)	0	(-0.15, 0.02, -0.15)
67	(-0.17, 0.01, -0.17)	0	(-0.15, 0.02, -0.14)
68	(-0.17, 0.01, -0.17)	0	(-0.15, 0.02, -0.14)
69	(-0.17, 0.01, -0.17)	0	(-0.14, 0.01, -0.13)
70	(-0.17, 0.01, -0.16)	0	(-0.14, 0.01, -0.12)
71	(-0.17, 0.01, -0.16)	0	(-0.14, 0.01, -0.12)
72	(-0.16, 0.01, -0.15)	0	(-0.14, 0.02, -0.11)
73	(-0.16, 0.01, -0.15)	0	(-0.14, 0.01, -0.10)
74	(-0.16, 0.01, -0.14)	0	(-0.13, 0.01, -0.09)
75	(-0.16, 0.01, -0.14)	0	(-0.13, 0.01, -0.09)
76	(-0.16, 0.01, -0.14)	0	(-0.13, 0.02, -0.08)
77	(-0.16, 0.01, -0.14)	0	(-0.13, 0.01, -0.07)
78	(-0.16, 0.01, -0.14)	0	(-0.13, 0.01, -0.07)
79	(-0.16, 0.01, -0.14)	0	(-0.13, 0.01, -0.06)
80	(-0.16, 0.01, -0.14)	0	(-0.12, 0.01, -0.05)
81	(-0.16, 0.01, -0.14)	0	(-0.12, 0.01, -0.05)
82	(-0.16, 0.01, -0.14)	0	(-0.12, 0.01, -0.04)
83	(-0.17, 0.01, -0.14)	0	(-0.12, 0.01, -0.03)
84	(-0.17, 0.01, -0.14)	0	(-0.12, 0.01, -0.03)
85	(-0.17, 0.01, -0.14)	0	(-0.12, 0.01, -0.03)
86	(-0.17, 0.01, -0.15)	0	(-0.12, 0.01, -0.02)
87	(-0.17, 0.01, -0.15)	0	(-0.11, 0.01, -0.01)
88	(-0.17, 0.01, -0.15)	0	(-0.11, 0.01, -0.01)
89	(-0.17, 0.01, -0.16)	0	(-0.11, 0.01, 0.00)
90	(-0.17, 0.01, -0.16)	0	(-0.11, 0.01, 0.01)
